"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","response","question_order","view_history","trait","stimulus","slider_start"
"","","","","","html-slider-response","43","227471","0.0-43.0","1791","6","","","Rebellious","<div style=""width:500px;""> <p>How strongly do you feel that <strong>Obedient</strong> is a good fit for the opposite side of the <strong>Rebellious</strong> scale?</p></div>","4"
"","","","","","survey-text","44","233477","0.0-44.0","6005","{""Q0"":""Cautious""}","","","Outspoken","",""
"","","","","","html-slider-response","45","235332","0.0-45.0","1853","5","","","Outspoken","<div style=""width:500px;""> <p>How strongly do you feel that <strong>Cautious</strong> is a good fit for the opposite side of the <strong>Outspoken</strong> scale?</p></div>","4"
"","","","","","survey-text","46","241605","0.0-46.0","6271","{""Q0"":""Credulous""}","","","Skeptical","",""
"","","","","","html-slider-response","47","244397","0.0-47.0","2790","6","","","Skeptical","<div style=""width:500px;""> <p>How strongly do you feel that <strong>Credulous</strong> is a good fit for the opposite side of the <strong>Skeptical</strong> scale?</p></div>","4"
"","","","","","survey-text","48","272758","0.0-48.0","28360","{""Q0"":""Corrupt""}","","","Ethical","",""
"","","","","","html-slider-response","49","275335","0.0-49.0","2575","7","","","Ethical","<div style=""width:500px;""> <p>How strongly do you feel that <strong>Corrupt</strong> is a good fit for the opposite side of the <strong>Ethical</strong> scale?</p></div>","4"
"","","","","","survey-text","50","281421","0.0-50.0","6084","{""Q0"":""Attentive""}","","","Unobservant","",""
"","","","","","html-slider-response","51","283451","0.0-51.0","2029","6","","","Unobservant","<div style=""width:500px;""> <p>How strongly do you feel that <strong>Attentive</strong> is a good fit for the opposite side of the <strong>Unobservant</strong> scale?</p></div>","4"
"","","","","","survey-text","52","287147","0.0-52.0","3694","{""Q0"":""Anxious""}","","","Easygoing","",""
"","","","","","html-slider-response","53","288926","0.0-53.0","1779","6","","","Easygoing","<div style=""width:500px;""> <p>How strongly do you feel that <strong>Anxious</strong> is a good fit for the opposite side of the <strong>Easygoing</strong> scale?</p></div>","4"
"","","","","","survey-text","54","293042","0.0-54.0","4114","{""Q0"":""Aggressive""}","","","Defensive","",""
"","","","","","html-slider-response","55","294448","0.0-55.0","1405","7","","","Defensive","<div style=""width:500px;""> <p>How strongly do you feel that <strong>Aggressive</strong> is a good fit for the opposite side of the <strong>Defensive</strong> scale?</p></div>","4"
"","","","","","survey-text","56","301635","0.0-56.0","7185","{""Q0"":""Empathetic""}","","","Cruel","",""
"","","","","","html-slider-response","57","303283","0.0-57.0","1648","6","","","Cruel","<div style=""width:500px;""> <p>How strongly do you feel that <strong>Empathetic</strong> is a good fit for the opposite side of the <strong>Cruel</strong> scale?</p></div>","4"
"","","","","","survey-text","58","307323","0.0-58.0","4038","{""Q0"":""Indifferent""}","","","Determined","",""
"","","","","","html-slider-response","59","309034","0.0-59.0","1710","5","","","Determined","<div style=""width:500px;""> <p>How strongly do you feel that <strong>Indifferent</strong> is a good fit for the opposite side of the <strong>Determined</strong> scale?</p></div>","4"
"","","","","","survey-text","60","312883","0.0-60.0","3847","{""Q0"":""Submissive""}","","","Bossy","",""
"","","","","","html-slider-response","61","314400","0.0-61.0","1516","6","","","Bossy","<div style=""width:500px;""> <p>How strongly do you feel that <strong>Submissive</strong> is a good fit for the opposite side of the <strong>Bossy</strong> scale?</p></div>","4"
"","","","","","survey-text","62","317931","0.0-62.0","3529","{""Q0"":""Intellectual""}","","","Ignorant","",""
"","","","","","html-slider-response","63","320301","0.0-63.0","2369","7","","","Ignorant","<div style=""width:500px;""> <p>How strongly do you feel that <strong>Intellectual</strong> is a good fit for the opposite side of the <strong>Ignorant</strong> scale?</p></div>","4"
"","","","","","survey-text","64","324498","0.0-64.0","4196","{""Q0"":""Gracious""}","","","Jealous","",""
"","","","","","html-slider-response","65","326079","0.0-65.0","1579","6","","","Jealous","<div style=""width:500px;""> <p>How strongly do you feel that <strong>Gracious</strong> is a good fit for the opposite side of the <strong>Jealous</strong> scale?</p></div>","4"
"","","","","","survey-text","66","336585","0.0-66.0","10504","{""Q0"":""Responsible""}","","","Self-pitying","",""
"","","","","","html-slider-response","67","339763","0.0-67.0","3177","6","","","Self-pitying","<div style=""width:500px;""> <p>How strongly do you feel that <strong>Responsible</strong> is a good fit for the opposite side of the <strong>Self-pitying</strong> scale?</p></div>","4"
"","","","","","survey-text","68","365880","0.0-68.0","26115","{""Q0"":""Transparent""}","","","Manipulative","",""
"","","","","","html-slider-response","69","368565","0.0-69.0","2684","4","","","Manipulative","<div style=""width:500px;""> <p>How strongly do you feel that <strong>Transparent</strong> is a good fit for the opposite side of the <strong>Manipulative</strong> scale?</p></div>","4"
"","","","","","survey-text","70","372558","0.0-70.0","3990","{""Q0"":""Pessimistic""}","","","Optimistic","",""
"","","","","","html-slider-response","71","374982","0.0-71.0","2423","7","","","Optimistic","<div style=""width:500px;""> <p>How strongly do you feel that <strong>Pessimistic</strong> is a good fit for the opposite side of the <strong>Optimistic</strong> scale?</p></div>","4"
"","","","","","survey-text","72","377874","0.0-72.0","2890","{""Q0"":""Masculine""}","","","Feminine","",""
"","","","","","html-slider-response","73","379480","0.0-73.0","1605","6","","","Feminine","<div style=""width:500px;""> <p>How strongly do you feel that <strong>Masculine</strong> is a good fit for the opposite side of the <strong>Feminine</strong> scale?</p></div>","4"
"","","","","","survey-text","74","384507","0.0-74.0","5025","{""Q0"":""Incompetent""}","","","Competent","",""
"","","","","","html-slider-response","75","386261","0.0-75.0","1753","7","","","Competent","<div style=""width:500px;""> <p>How strongly do you feel that <strong>Incompetent</strong> is a good fit for the opposite side of the <strong>Competent</strong> scale?</p></div>","4"
"","","","","","survey-text","76","388652","0.0-76.0","2390","{""Q0"":""Typical""}","","","Atypical","",""
"","","","","","html-slider-response","77","390967","0.0-77.0","2314","7","","","Atypical","<div style=""width:500px;""> <p>How strongly do you feel that <strong>Typical</strong> is a good fit for the opposite side of the <strong>Atypical</strong> scale?</p></div>","4"
"","","","","","survey-text","78","395766","0.0-78.0","4797","{""Q0"":""Apathetic""}","","","Empathetic","",""
"","","","","","html-slider-response","79","397972","0.0-79.0","2205","7","","","Empathetic","<div style=""width:500px;""> <p>How strongly do you feel that <strong>Apathetic</strong> is a good fit for the opposite side of the <strong>Empathetic</strong> scale?</p></div>","4"
"","","","","","survey-text","80","401023","0.0-80.0","3049","{""Q0"":""Careless""}","","","Careful","",""
"","","","","","html-slider-response","81","402613","0.0-81.0","1589","7","","","Careful","<div style=""width:500px;""> <p>How strongly do you feel that <strong>Careless</strong> is a good fit for the opposite side of the <strong>Careful</strong> scale?</p></div>","4"
"","","","","","survey-text","82","411275","0.0-82.0","8660","{""Q0"":""Calm""}","","","Intense","",""
"","","","","","html-slider-response","83","413028","0.0-83.0","1752","5","","","Intense","<div style=""width:500px;""> <p>How strongly do you feel that <strong>Calm</strong> is a good fit for the opposite side of the <strong>Intense</strong> scale?</p></div>","4"
"","","","","","survey-text","84","416063","0.0-84.0","3033","{""Q0"":""Unhealthy""}","","","Healthy","",""
"","","","","","html-slider-response","85","417705","0.0-85.0","1641","6","","","Healthy","<div style=""width:500px;""> <p>How strongly do you feel that <strong>Unhealthy</strong> is a good fit for the opposite side of the <strong>Healthy</strong> scale?</p></div>","4"
"","","","","","survey-text","86","422006","0.0-86.0","4299","{""Q0"":""Unsociable""}","","","Sociable","",""
"","","","","","html-slider-response","87","424202","0.0-87.0","2195","6","","","Sociable","<div style=""width:500px;""> <p>How strongly do you feel that <strong>Unsociable</strong> is a good fit for the opposite side of the <strong>Sociable</strong> scale?</p></div>","4"
"","","","","","survey-text","88","427624","0.0-88.0","3420","{""Q0"":""Open-minded""}","","","Prejudiced","",""
"","","","","","html-slider-response","89","429713","0.0-89.0","2087","6","","","Prejudiced","<div style=""width:500px;""> <p>How strongly do you feel that <strong>Open-minded</strong> is a good fit for the opposite side of the <strong>Prejudiced</strong> scale?</p></div>","4"
"","","","","","survey-text","90","448535","0.0-90.0","18820","{""Q0"":""Stupid""}","","","Wise","",""
"","","","","","html-slider-response","91","450059","0.0-91.0","1523","6","","","Wise","<div style=""width:500px;""> <p>How strongly do you feel that <strong>Stupid</strong> is a good fit for the opposite side of the <strong>Wise</strong> scale?</p></div>","4"
"","","","","","survey-text","92","457617","0.0-92.0","7556","{""Q0"":""Back-handed""}","","","Trustworthy","",""
"","","","","","html-slider-response","93","459362","0.0-93.0","1744","5","","","Trustworthy","<div style=""width:500px;""> <p>How strongly do you feel that <strong>Back-handed</strong> is a good fit for the opposite side of the <strong>Trustworthy</strong> scale?</p></div>","4"
"","","","","","survey-text","94","468939","0.0-94.0","9575","{""Q0"":""Conventional""}","","","Weird","",""
"","","","","","html-slider-response","95","470867","0.0-95.0","1928","6","","","Weird","<div style=""width:500px;""> <p>How strongly do you feel that <strong>Conventional</strong> is a good fit for the opposite side of the <strong>Weird</strong> scale?</p></div>","4"
"","","","","","survey-text","96","479298","0.0-96.0","8428","{""Q0"":""Playful""}","","","Serious","",""
"","","","","","html-slider-response","97","482003","0.0-97.0","2704","6","","","Serious","<div style=""width:500px;""> <p>How strongly do you feel that <strong>Playful</strong> is a good fit for the opposite side of the <strong>Serious</strong> scale?</p></div>","4"
"","","","","","survey-text","98","490982","0.0-98.0","8978","{""Q0"":""Afraid""}","","","Courageous","",""
"","","","","","html-slider-response","99","493198","0.0-99.0","2215","6","","","Courageous","<div style=""width:500px;""> <p>How strongly do you feel that <strong>Afraid</strong> is a good fit for the opposite side of the <strong>Courageous</strong> scale?</p></div>","4"
"","","","","","survey-text","100","496632","0.0-100.0","3432","{""Q0"":""Dominant""}","","","Submissive","",""
"","","","","","html-slider-response","101","498574","0.0-101.0","1941","7","","","Submissive","<div style=""width:500px;""> <p>How strongly do you feel that <strong>Dominant</strong> is a good fit for the opposite side of the <strong>Submissive</strong> scale?</p></div>","4"
"","","","","","survey-text","102","554255","0.0-102.0","55681","{""Q0"":""Boring""}","","","Creative","",""
"","","","","","html-slider-response","103","556259","0.0-103.0","2002","6","","","Creative","<div style=""width:500px;""> <p>How strongly do you feel that <strong>Boring</strong> is a good fit for the opposite side of the <strong>Creative</strong> scale?</p></div>","4"
"","","","","","survey-text","104","564021","0.0-104.0","7760","{""Q0"":""Controlled""}","","","Compulsive","",""
"","","","","","html-slider-response","105","566922","0.0-105.0","2901","6","","","Compulsive","<div style=""width:500px;""> <p>How strongly do you feel that <strong>Controlled</strong> is a good fit for the opposite side of the <strong>Compulsive</strong> scale?</p></div>","4"
"","","","","","survey-text","106","573809","0.0-106.0","6885","{""Q0"":""Inconsistent""}","","","Consistent","",""
"","","","","","html-slider-response","107","575475","0.0-107.0","1665","7","","","Consistent","<div style=""width:500px;""> <p>How strongly do you feel that <strong>Inconsistent</strong> is a good fit for the opposite side of the <strong>Consistent</strong> scale?</p></div>","4"
"","","","","","survey-text","108","582501","0.0-108.0","7024","{""Q0"":""Calm""}","","","Emotional","",""
"","","","","","html-slider-response","109","584198","0.0-109.0","1696","5","","","Emotional","<div style=""width:500px;""> <p>How strongly do you feel that <strong>Calm</strong> is a good fit for the opposite side of the <strong>Emotional</strong> scale?</p></div>","4"
"","","","","","survey-text","110","592578","0.0-110.0","8379","{""Q0"":""Humble""}","","","Condescending","",""
"","","","","","html-slider-response","111","593864","0.0-111.0","1285","6","","","Condescending","<div style=""width:500px;""> <p>How strongly do you feel that <strong>Humble</strong> is a good fit for the opposite side of the <strong>Condescending</strong> scale?</p></div>","4"
"","","","","","survey-text","112","599087","0.0-112.0","5222","{""Q0"":""Arrogant""}","","","Humble","",""
"","","","","","html-slider-response","113","600951","0.0-113.0","1862","7","","","Humble","<div style=""width:500px;""> <p>How strongly do you feel that <strong>Arrogant</strong> is a good fit for the opposite side of the <strong>Humble</strong> scale?</p></div>","4"
"","","","","","survey-text","114","605325","0.0-114.0","4372","{""Q0"":""Elderly""}","","","Youthful","",""
"","","","","","html-slider-response","115","607880","0.0-115.0","2555","6","","","Youthful","<div style=""width:500px;""> <p>How strongly do you feel that <strong>Elderly</strong> is a good fit for the opposite side of the <strong>Youthful</strong> scale?</p></div>","4"
"","","","","","survey-text","116","620646","0.0-116.0","12764","{""Q0"":""Scared""}","","","Confident","",""
"","","","","","html-slider-response","117","622836","0.0-117.0","2189","5","","","Confident","<div style=""width:500px;""> <p>How strongly do you feel that <strong>Scared</strong> is a good fit for the opposite side of the <strong>Confident</strong> scale?</p></div>","4"
"","","","","","survey-text","118","627809","0.0-118.0","4972","{""Q0"":""Aloof""}","","","Self-critical","",""
"","","","","","html-slider-response","119","629419","0.0-119.0","1609","6","","","Self-critical","<div style=""width:500px;""> <p>How strongly do you feel that <strong>Aloof</strong> is a good fit for the opposite side of the <strong>Self-critical</strong> scale?</p></div>","4"
"","","","","","survey-text","120","634263","0.0-120.0","4842","{""Q0"":""Happy""}","","","Grumpy","",""
"","","","","","html-slider-response","121","635974","0.0-121.0","1710","6","","","Grumpy","<div style=""width:500px;""> <p>How strongly do you feel that <strong>Happy</strong> is a good fit for the opposite side of the <strong>Grumpy</strong> scale?</p></div>","4"
"","","","","","survey-text","122","638828","0.0-122.0","2852","{""Q0"":""Dull""}","","","Clever","",""
"","","","","","html-slider-response","123","640727","0.0-123.0","1899","6","","","Clever","<div style=""width:500px;""> <p>How strongly do you feel that <strong>Dull</strong> is a good fit for the opposite side of the <strong>Clever</strong> scale?</p></div>","4"
"","","","","","survey-text","124","648929","0.0-124.0","8200","{""Q0"":""Orderly""}","","","Disorderly","",""
"","","","","","html-slider-response","125","651199","0.0-125.0","2269","5","","","Disorderly","<div style=""width:500px;""> <p>How strongly do you feel that <strong>Orderly</strong> is a good fit for the opposite side of the <strong>Disorderly</strong> scale?</p></div>","4"
"","","","","","survey-text","126","655412","0.0-126.0","4212","{""Q0"":""Unhinged""}","","","Reasonable","",""
"","","","","","html-slider-response","127","657847","0.0-127.0","2434","7","","","Reasonable","<div style=""width:500px;""> <p>How strongly do you feel that <strong>Unhinged</strong> is a good fit for the opposite side of the <strong>Reasonable</strong> scale?</p></div>","4"
"","","","","","survey-text","128","662343","0.0-128.0","4494","{""Q0"":""Tough""}","","","Sensitive","",""
"","","","","","html-slider-response","129","664977","0.0-129.0","2634","5","","","Sensitive","<div style=""width:500px;""> <p>How strongly do you feel that <strong>Tough</strong> is a good fit for the opposite side of the <strong>Sensitive</strong> scale?</p></div>","4"
"","","","","","survey-text","130","670691","0.0-130.0","5712","{""Q0"":""Uneducated""}","","","Well-educated","",""
"","","","","","html-slider-response","131","673456","0.0-131.0","2764","6","","","Well-educated","<div style=""width:500px;""> <p>How strongly do you feel that <strong>Uneducated</strong> is a good fit for the opposite side of the <strong>Well-educated</strong> scale?</p></div>","4"
"","","","","","survey-text","132","681209","0.0-132.0","7751","{""Q0"":""Unhappy""}","","","Enthusiastic","",""
"","","","","","html-slider-response","133","682869","0.0-133.0","1660","5","","","Enthusiastic","<div style=""width:500px;""> <p>How strongly do you feel that <strong>Unhappy</strong> is a good fit for the opposite side of the <strong>Enthusiastic</strong> scale?</p></div>","4"
"","","","","","survey-text","134","687239","0.0-134.0","4368","{""Q0"":""Progressive""}","","","Traditional","",""
"","","","","","html-slider-response","135","689407","0.0-135.0","2167","6","","","Traditional","<div style=""width:500px;""> <p>How strongly do you feel that <strong>Progressive</strong> is a good fit for the opposite side of the <strong>Traditional</strong> scale?</p></div>","4"
"","","","","","survey-text","136","695997","0.0-136.0","6587","{""Q0"":""Defensive""}","","","Aggressive","",""
"","","","","","html-slider-response","137","697507","0.0-137.0","1510","6","","","Aggressive","<div style=""width:500px;""> <p>How strongly do you feel that <strong>Defensive</strong> is a good fit for the opposite side of the <strong>Aggressive</strong> scale?</p></div>","4"
"","","","","","survey-text","138","702033","0.0-138.0","4524","{""Q0"":""Understanding""}","","","Critical","",""
"","","","","","html-slider-response","139","703613","0.0-139.0","1579","6","","","Critical","<div style=""width:500px;""> <p>How strongly do you feel that <strong>Understanding</strong> is a good fit for the opposite side of the <strong>Critical</strong> scale?</p></div>","4"
"","","","","","survey-text","140","714215","0.0-140.0","10600","{""Q0"":""Unpleasant""}","","","Agreeable","",""
"","","","","","html-slider-response","141","716936","0.0-141.0","2720","6","","","Agreeable","<div style=""width:500px;""> <p>How strongly do you feel that <strong>Unpleasant</strong> is a good fit for the opposite side of the <strong>Agreeable</strong> scale?</p></div>","4"
"","","","","","survey-text","142","720943","0.0-142.0","4005","{""Q0"":""Immature""}","","","Mature","",""
"","","","","","html-slider-response","143","723958","0.0-143.0","3014","7","","","Mature","<div style=""width:500px;""> <p>How strongly do you feel that <strong>Immature</strong> is a good fit for the opposite side of the <strong>Mature</strong> scale?</p></div>","4"
"","","","","","survey-text","144","728244","0.0-144.0","4284","{""Q0"":""Uninterested""}","","","Curious","",""
"","","","","","html-slider-response","145","729923","0.0-145.0","1678","6","","","Curious","<div style=""width:500px;""> <p>How strongly do you feel that <strong>Uninterested</strong> is a good fit for the opposite side of the <strong>Curious</strong> scale?</p></div>","4"
"","","","","","survey-text","146","751307","0.0-146.0","21382","{""Q0"":""Firm""}","","","Flexible","",""
"","","","","","html-slider-response","147","754035","0.0-147.0","2727","5","","","Flexible","<div style=""width:500px;""> <p>How strongly do you feel that <strong>Firm</strong> is a good fit for the opposite side of the <strong>Flexible</strong> scale?</p></div>","4"
"","","","","","survey-text","148","756223","0.0-148.0","2186","{""Q0"":""Calm""}","","","Anxious","",""
"","","","","","html-slider-response","149","757735","0.0-149.0","1511","6","","","Anxious","<div style=""width:500px;""> <p>How strongly do you feel that <strong>Calm</strong> is a good fit for the opposite side of the <strong>Anxious</strong> scale?</p></div>","4"
"","","","","","survey-text","150","767636","0.0-150.0","9900","{""Q0"":""Indifferent""}","","","Ambitious","",""
"","","","","","html-slider-response","151","769263","0.0-151.0","1626","6","","","Ambitious","<div style=""width:500px;""> <p>How strongly do you feel that <strong>Indifferent</strong> is a good fit for the opposite side of the <strong>Ambitious</strong> scale?</p></div>","4"
"","","","","","survey-text","152","775169","0.0-152.0","5905","{""Q0"":""Late""}","","","Punctual","",""
"","","","","","html-slider-response","153","777669","0.0-153.0","2499","6","","","Punctual","<div style=""width:500px;""> <p>How strongly do you feel that <strong>Late</strong> is a good fit for the opposite side of the <strong>Punctual</strong> scale?</p></div>","4"
"","","","","","survey-text","154","781659","0.0-154.0","3988","{""Q0"":""Aggressive""}","","","Passive","",""
"","","","","","html-slider-response","155","787511","0.0-155.0","5851","5","","","Passive","<div style=""width:500px;""> <p>How strongly do you feel that <strong>Aggressive</strong> is a good fit for the opposite side of the <strong>Passive</strong> scale?</p></div>","4"
"","","","","","survey-text","156","792650","0.0-156.0","5137","{""Q0"":""Indifferent""}","","","Affectionate","",""
"","","","","","html-slider-response","157","794428","0.0-157.0","1777","5","","","Affectionate","<div style=""width:500px;""> <p>How strongly do you feel that <strong>Indifferent</strong> is a good fit for the opposite side of the <strong>Affectionate</strong> scale?</p></div>","4"
"","","","","","survey-text","158","809431","0.0-158.0","15002","{""Q0"":""Embarrassing""}","","","Dignified","",""
"","","","","","html-slider-response","159","810982","0.0-159.0","1550","6","","","Dignified","<div style=""width:500px;""> <p>How strongly do you feel that <strong>Embarrassing</strong> is a good fit for the opposite side of the <strong>Dignified</strong> scale?</p></div>","4"
"","","","","","survey-text","160","821621","0.0-160.0","10637","{""Q0"":""Hedonic""}","","","Practical","",""
"","","","","","html-slider-response","161","823683","0.0-161.0","2062","5","","","Practical","<div style=""width:500px;""> <p>How strongly do you feel that <strong>Hedonic</strong> is a good fit for the opposite side of the <strong>Practical</strong> scale?</p></div>","4"
"","","","","","survey-text","162","835270","0.0-162.0","11585","{""Q0"":""Incomprehensible""}","","","Articulate","",""
"","","","","","html-slider-response","163","837479","0.0-163.0","2208","5","","","Articulate","<div style=""width:500px;""> <p>How strongly do you feel that <strong>Incomprehensible</strong> is a good fit for the opposite side of the <strong>Articulate</strong> scale?</p></div>","4"
"","","","","","survey-text","164","842111","0.0-164.0","4631","{""Q0"":""Secular""}","","","Religious","",""
"","","","","","html-slider-response","165","843554","0.0-165.0","1442","7","","","Religious","<div style=""width:500px;""> <p>How strongly do you feel that <strong>Secular</strong> is a good fit for the opposite side of the <strong>Religious</strong> scale?</p></div>","4"
"","","","","","survey-text","166","851170","0.0-166.0","7617","{""Q0"":""Lethargic""}","","","Energetic","",""
"","","","","","html-slider-response","167","852816","0.0-167.0","1645","7","","","Energetic","<div style=""width:500px;""> <p>How strongly do you feel that <strong>Lethargic</strong> is a good fit for the opposite side of the <strong>Energetic</strong> scale?</p></div>","4"
"","","","","","survey-text","168","856434","0.0-168.0","3617","{""Q0"":""Thoughtless""}","","","Thoughtful","",""
"","","","","","html-slider-response","169","857504","0.0-169.0","1068","6","","","Thoughtful","<div style=""width:500px;""> <p>How strongly do you feel that <strong>Thoughtless</strong> is a good fit for the opposite side of the <strong>Thoughtful</strong> scale?</p></div>","4"
