"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","response","question_order","view_history","trait","stimulus","slider_start"
"","","","","","survey-text","38","387129","0.0-38.0","6343","{""Q0"":""sad""}","","","Happy","",""
"","","","","","html-slider-response","39","389929","0.0-39.0","2799","7","","","Happy","<div style=""width:500px;""> <p>How strongly do you feel that <strong>sad</strong> is a good fit for the opposite side of the <strong>Happy</strong> scale?</p></div>","4"
"","","","","","survey-text","40","399602","0.0-40.0","9671","{""Q0"":""observant""}","","","Unobservant","",""
"","","","","","html-slider-response","41","409297","0.0-41.0","9695","7","","","Unobservant","<div style=""width:500px;""> <p>How strongly do you feel that <strong>observant</strong> is a good fit for the opposite side of the <strong>Unobservant</strong> scale?</p></div>","4"
"","","","","","survey-text","42","432833","0.0-42.0","23535","{""Q0"":""submissive""}","","","Bossy","",""
"","","","","","html-slider-response","43","435857","0.0-43.0","3023","7","","","Bossy","<div style=""width:500px;""> <p>How strongly do you feel that <strong>submissive</strong> is a good fit for the opposite side of the <strong>Bossy</strong> scale?</p></div>","4"
"","","","","","survey-text","44","444697","0.0-44.0","8839","{""Q0"":""elderly""}","","","Youthful","",""
"","","","","","html-slider-response","45","447265","0.0-45.0","2567","7","","","Youthful","<div style=""width:500px;""> <p>How strongly do you feel that <strong>elderly</strong> is a good fit for the opposite side of the <strong>Youthful</strong> scale?</p></div>","4"
"","","","","","survey-text","46","452649","0.0-46.0","5383","{""Q0"":""bossy""}","","","Submissive","",""
"","","","","","html-slider-response","47","455569","0.0-47.0","2919","7","","","Submissive","<div style=""width:500px;""> <p>How strongly do you feel that <strong>bossy</strong> is a good fit for the opposite side of the <strong>Submissive</strong> scale?</p></div>","4"
"","","","","","survey-text","48","473289","0.0-48.0","17719","{""Q0"":""mild""}","","","Intense","",""
"","","","","","html-slider-response","49","488354","0.0-49.0","15063","7","","","Intense","<div style=""width:500px;""> <p>How strongly do you feel that <strong>mild</strong> is a good fit for the opposite side of the <strong>Intense</strong> scale?</p></div>","4"
"","","","","","survey-text","50","516498","0.0-50.0","28143","{""Q0"":""modern""}","","","Traditional","",""
"","","","","","html-slider-response","51","519306","0.0-51.0","2807","7","","","Traditional","<div style=""width:500px;""> <p>How strongly do you feel that <strong>modern</strong> is a good fit for the opposite side of the <strong>Traditional</strong> scale?</p></div>","4"
"","","","","","survey-text","52","553498","0.0-52.0","34191","{""Q0"":""insecure""}","","","Confident","",""
"","","","","","html-slider-response","53","556602","0.0-53.0","3103","7","","","Confident","<div style=""width:500px;""> <p>How strongly do you feel that <strong>insecure</strong> is a good fit for the opposite side of the <strong>Confident</strong> scale?</p></div>","4"
"","","","","","survey-text","54","573658","0.0-54.0","17055","{""Q0"":""respectful""}","","","Condescending","",""
"","","","","","html-slider-response","55","576762","0.0-55.0","3103","6","","","Condescending","<div style=""width:500px;""> <p>How strongly do you feel that <strong>respectful</strong> is a good fit for the opposite side of the <strong>Condescending</strong> scale?</p></div>","4"
"","","","","","survey-text","56","605490","0.0-56.0","28727","{""Q0"":""inconsiderate ""}","","","Thoughtful","",""
"","","","","","html-slider-response","57","610714","0.0-57.0","5223","7","","","Thoughtful","<div style=""width:500px;""> <p>How strongly do you feel that <strong>inconsiderate </strong> is a good fit for the opposite side of the <strong>Thoughtful</strong> scale?</p></div>","4"
"","","","","","survey-text","58","693650","0.0-58.0","82935","{""Q0"":""undetermined""}","","","Determined","",""
"","","","","","html-slider-response","59","696218","0.0-59.0","2567","7","","","Determined","<div style=""width:500px;""> <p>How strongly do you feel that <strong>undetermined</strong> is a good fit for the opposite side of the <strong>Determined</strong> scale?</p></div>","4"
"","","","","","survey-text","60","713738","0.0-60.0","17519","{""Q0"":""evasive""}","","","Outspoken","",""
"","","","","","html-slider-response","61","716658","0.0-61.0","2919","7","","","Outspoken","<div style=""width:500px;""> <p>How strongly do you feel that <strong>evasive</strong> is a good fit for the opposite side of the <strong>Outspoken</strong> scale?</p></div>","4"
"","","","","","survey-text","62","752858","0.0-62.0","36199","{""Q0"":""active""}","","","Passive","",""
"","","","","","html-slider-response","63","755321","0.0-63.0","2463","6","","","Passive","<div style=""width:500px;""> <p>How strongly do you feel that <strong>active</strong> is a good fit for the opposite side of the <strong>Passive</strong> scale?</p></div>","4"
"","","","","","survey-text","64","791658","0.0-64.0","36336","{""Q0"":""intermittent ""}","","","Persistent","",""
"","","","","","html-slider-response","65","795930","0.0-65.0","4271","5","","","Persistent","<div style=""width:500px;""> <p>How strongly do you feel that <strong>intermittent </strong> is a good fit for the opposite side of the <strong>Persistent</strong> scale?</p></div>","4"
"","","","","","survey-text","66","833226","0.0-66.0","37295","{""Q0"":""inarticulate""}","","","Articulate","",""
"","","","","","html-slider-response","67","835386","0.0-67.0","2159","7","","","Articulate","<div style=""width:500px;""> <p>How strongly do you feel that <strong>inarticulate</strong> is a good fit for the opposite side of the <strong>Articulate</strong> scale?</p></div>","4"
"","","","","","survey-text","68","844082","0.0-68.0","8695","{""Q0"":""masculine ""}","","","Feminine","",""
"","","","","","html-slider-response","69","846442","0.0-69.0","2359","7","","","Feminine","<div style=""width:500px;""> <p>How strongly do you feel that <strong>masculine </strong> is a good fit for the opposite side of the <strong>Feminine</strong> scale?</p></div>","4"
"","","","","","survey-text","70","851754","0.0-70.0","5311","{""Q0"":""normal""}","","","Weird","",""
"","","","","","html-slider-response","71","854410","0.0-71.0","2655","7","","","Weird","<div style=""width:500px;""> <p>How strongly do you feel that <strong>normal</strong> is a good fit for the opposite side of the <strong>Weird</strong> scale?</p></div>","4"
"","","","","","survey-text","72","880786","0.0-72.0","26375","{""Q0"":""logical ""}","","","Emotional","",""
"","","","","","html-slider-response","73","883898","0.0-73.0","3111","6","","","Emotional","<div style=""width:500px;""> <p>How strongly do you feel that <strong>logical </strong> is a good fit for the opposite side of the <strong>Emotional</strong> scale?</p></div>","4"
"","","","","","survey-text","74","893826","0.0-74.0","9927","{""Q0"":""inflexible ""}","","","Flexible","",""
"","","","","","html-slider-response","75","896482","0.0-75.0","2655","7","","","Flexible","<div style=""width:500px;""> <p>How strongly do you feel that <strong>inflexible </strong> is a good fit for the opposite side of the <strong>Flexible</strong> scale?</p></div>","4"
"","","","","","survey-text","76","910954","0.0-76.0","14471","{""Q0"":""dependent ""}","","","Independent","",""
"","","","","","html-slider-response","77","913402","0.0-77.0","2447","7","","","Independent","<div style=""width:500px;""> <p>How strongly do you feel that <strong>dependent </strong> is a good fit for the opposite side of the <strong>Independent</strong> scale?</p></div>","4"
"","","","","","survey-text","78","923906","0.0-78.0","10503","{""Q0"":""unethical ""}","","","Ethical","",""
"","","","","","html-slider-response","79","926426","0.0-79.0","2519","7","","","Ethical","<div style=""width:500px;""> <p>How strongly do you feel that <strong>unethical </strong> is a good fit for the opposite side of the <strong>Ethical</strong> scale?</p></div>","4"
"","","","","","survey-text","80","947258","0.0-80.0","20831","{""Q0"":""typical""}","","","Atypical","",""
"","","","","","html-slider-response","81","949418","0.0-81.0","2159","7","","","Atypical","<div style=""width:500px;""> <p>How strongly do you feel that <strong>typical</strong> is a good fit for the opposite side of the <strong>Atypical</strong> scale?</p></div>","4"
"","","","","","survey-text","82","970035","0.0-82.0","20616","{""Q0"":""unbiased""}","","","Prejudiced","",""
"","","","","","html-slider-response","83","972538","0.0-83.0","2501","7","","","Prejudiced","<div style=""width:500px;""> <p>How strongly do you feel that <strong>unbiased</strong> is a good fit for the opposite side of the <strong>Prejudiced</strong> scale?</p></div>","4"
"","","","","","survey-text","84","981578","0.0-84.0","9039","{""Q0"":""incompetent ""}","","","Competent","",""
"","","","","","html-slider-response","85","983874","0.0-85.0","2295","7","","","Competent","<div style=""width:500px;""> <p>How strongly do you feel that <strong>incompetent </strong> is a good fit for the opposite side of the <strong>Competent</strong> scale?</p></div>","4"
"","","","","","survey-text","86","1003186","0.0-86.0","19311","{""Q0"":""certain""}","","","Skeptical","",""
"","","","","","html-slider-response","87","1006514","0.0-87.0","3327","7","","","Skeptical","<div style=""width:500px;""> <p>How strongly do you feel that <strong>certain</strong> is a good fit for the opposite side of the <strong>Skeptical</strong> scale?</p></div>","4"
"","","","","","survey-text","88","1041322","0.0-88.0","34807","{""Q0"":""ingenuous ""}","","","Manipulative","",""
"","","","","","html-slider-response","89","1045673","0.0-89.0","4351","5","","","Manipulative","<div style=""width:500px;""> <p>How strongly do you feel that <strong>ingenuous </strong> is a good fit for the opposite side of the <strong>Manipulative</strong> scale?</p></div>","4"
"","","","","","survey-text","90","1057042","0.0-90.0","11367","{""Q0"":""unpractical  ""}","","","Practical","",""
"","","","","","html-slider-response","91","1061931","0.0-91.0","4888","7","","","Practical","<div style=""width:500px;""> <p>How strongly do you feel that <strong>unpractical  </strong> is a good fit for the opposite side of the <strong>Practical</strong> scale?</p></div>","4"
"","","","","","survey-text","92","1070290","0.0-92.0","8355","{""Q0"":""uncareful ""}","","","Careful","",""
"","","","","","html-slider-response","93","1073842","0.0-93.0","3551","6","","","Careful","<div style=""width:500px;""> <p>How strongly do you feel that <strong>uncareful </strong> is a good fit for the opposite side of the <strong>Careful</strong> scale?</p></div>","4"
"","","","","","survey-text","94","1109785","0.0-94.0","35943","{""Q0"":""coherent ""}","","","Self-critical","",""
"","","","","","html-slider-response","95","1112137","0.0-95.0","2351","4","","","Self-critical","<div style=""width:500px;""> <p>How strongly do you feel that <strong>coherent </strong> is a good fit for the opposite side of the <strong>Self-critical</strong> scale?</p></div>","4"
"","","","","","survey-text","96","1123689","0.0-96.0","11551","{""Q0"":""passive""}","","","Aggressive","",""
"","","","","","html-slider-response","97","1132729","0.0-97.0","9039","5","","","Aggressive","<div style=""width:500px;""> <p>How strongly do you feel that <strong>passive</strong> is a good fit for the opposite side of the <strong>Aggressive</strong> scale?</p></div>","4"
"","","","","","survey-text","98","1164354","0.0-98.0","31623","{""Q0"":""carefree ""}","","","Anxious","",""
"","","","","","html-slider-response","99","1166538","0.0-99.0","2183","7","","","Anxious","<div style=""width:500px;""> <p>How strongly do you feel that <strong>carefree </strong> is a good fit for the opposite side of the <strong>Anxious</strong> scale?</p></div>","4"
"","","","","","survey-text","100","1188890","0.0-100.0","22351","{""Q0"":""agnostic ""}","","","Religious","",""
"","","","","","html-slider-response","101","1192802","0.0-101.0","3911","6","","","Religious","<div style=""width:500px;""> <p>How strongly do you feel that <strong>agnostic </strong> is a good fit for the opposite side of the <strong>Religious</strong> scale?</p></div>","4"
"","","","","","survey-text","102","1212666","0.0-102.0","19863","{""Q0"":""loving ""}","","","Abusive","",""
"","","","","","html-slider-response","103","1215962","0.0-103.0","3295","7","","","Abusive","<div style=""width:500px;""> <p>How strongly do you feel that <strong>loving </strong> is a good fit for the opposite side of the <strong>Abusive</strong> scale?</p></div>","4"
"","","","","","survey-text","104","1222274","0.0-104.0","6311","{""Q0"":""uneducated ""}","","","Well-educated","",""
"","","","","","html-slider-response","105","1224890","0.0-105.0","2615","7","","","Well-educated","<div style=""width:500px;""> <p>How strongly do you feel that <strong>uneducated </strong> is a good fit for the opposite side of the <strong>Well-educated</strong> scale?</p></div>","4"
"","","","","","survey-text","106","1234970","0.0-106.0","10079","{""Q0"":""uncreative ""}","","","Creative","",""
"","","","","","html-slider-response","107","1237506","0.0-107.0","2535","7","","","Creative","<div style=""width:500px;""> <p>How strongly do you feel that <strong>uncreative </strong> is a good fit for the opposite side of the <strong>Creative</strong> scale?</p></div>","4"
"","","","","","survey-text","108","1244186","0.0-108.0","6679","{""Q0"":""unreasonable ""}","","","Reasonable","",""
"","","","","","html-slider-response","109","1246370","0.0-109.0","2183","7","","","Reasonable","<div style=""width:500px;""> <p>How strongly do you feel that <strong>unreasonable </strong> is a good fit for the opposite side of the <strong>Reasonable</strong> scale?</p></div>","4"
"","","","","","survey-text","110","1255370","0.0-110.0","8999","{""Q0"":""irresponsible ""}","","","Responsible","",""
"","","","","","html-slider-response","111","1257730","0.0-111.0","2359","6","","","Responsible","<div style=""width:500px;""> <p>How strongly do you feel that <strong>irresponsible </strong> is a good fit for the opposite side of the <strong>Responsible</strong> scale?</p></div>","4"
"","","","","","survey-text","112","1280274","0.0-112.0","22543","{""Q0"":""educated ""}","","","Ignorant","",""
"","","","","","html-slider-response","113","1283250","0.0-113.0","2975","7","","","Ignorant","<div style=""width:500px;""> <p>How strongly do you feel that <strong>educated </strong> is a good fit for the opposite side of the <strong>Ignorant</strong> scale?</p></div>","4"
"","","","","","survey-text","114","1304098","0.0-114.0","20847","{""Q0"":""unenthusiastic ""}","","","Enthusiastic","",""
"","","","","","html-slider-response","115","1306818","0.0-115.0","2719","6","","","Enthusiastic","<div style=""width:500px;""> <p>How strongly do you feel that <strong>unenthusiastic </strong> is a good fit for the opposite side of the <strong>Enthusiastic</strong> scale?</p></div>","4"
"","","","","","survey-text","116","1316610","0.0-116.0","9791","{""Q0"":""pessimistic ""}","","","Optimistic","",""
"","","","","","html-slider-response","117","1318834","0.0-117.0","2223","7","","","Optimistic","<div style=""width:500px;""> <p>How strongly do you feel that <strong>pessimistic </strong> is a good fit for the opposite side of the <strong>Optimistic</strong> scale?</p></div>","4"
"","","","","","survey-text","118","1329490","0.0-118.0","10655","{""Q0"":""unserious ""}","","","Serious","",""
"","","","","","html-slider-response","119","1332138","0.0-119.0","2647","7","","","Serious","<div style=""width:500px;""> <p>How strongly do you feel that <strong>unserious </strong> is a good fit for the opposite side of the <strong>Serious</strong> scale?</p></div>","4"
"","","","","","survey-text","120","1349594","0.0-120.0","17455","{""Q0"":""ordinary ""}","","","Curious","",""
"","","","","","html-slider-response","121","1352066","0.0-121.0","2471","7","","","Curious","<div style=""width:500px;""> <p>How strongly do you feel that <strong>ordinary </strong> is a good fit for the opposite side of the <strong>Curious</strong> scale?</p></div>","4"
"","","","","","survey-text","122","1381266","0.0-122.0","29199","{""Q0"":""overbearing""}","","","Humble","",""
"","","","","","html-slider-response","123","1383634","0.0-123.0","2367","4","","","Humble","<div style=""width:500px;""> <p>How strongly do you feel that <strong>overbearing</strong> is a good fit for the opposite side of the <strong>Humble</strong> scale?</p></div>","4"
"","","","","","survey-text","124","1399186","0.0-124.0","15551","{""Q0"":""apathetic ""}","","","Empathetic","",""
"","","","","","html-slider-response","125","1402458","0.0-125.0","3271","6","","","Empathetic","<div style=""width:500px;""> <p>How strongly do you feel that <strong>apathetic </strong> is a good fit for the opposite side of the <strong>Empathetic</strong> scale?</p></div>","4"
"","","","","","survey-text","126","1406962","0.0-126.0","4503","{""Q0"":""nice""}","","","Mean","",""
"","","","","","html-slider-response","127","1409962","0.0-127.0","2999","7","","","Mean","<div style=""width:500px;""> <p>How strongly do you feel that <strong>nice</strong> is a good fit for the opposite side of the <strong>Mean</strong> scale?</p></div>","4"
"","","","","","survey-text","128","1429378","0.0-128.0","19415","{""Q0"":""insensitive ""}","","","Sensitive","",""
"","","","","","html-slider-response","129","1431610","0.0-129.0","2231","6","","","Sensitive","<div style=""width:500px;""> <p>How strongly do you feel that <strong>insensitive </strong> is a good fit for the opposite side of the <strong>Sensitive</strong> scale?</p></div>","4"
"","","","","","survey-text","130","1454610","0.0-130.0","22999","{""Q0"":""dull""}","","","Compulsive","",""
"","","","","","html-slider-response","131","1456882","0.0-131.0","2271","7","","","Compulsive","<div style=""width:500px;""> <p>How strongly do you feel that <strong>dull</strong> is a good fit for the opposite side of the <strong>Compulsive</strong> scale?</p></div>","4"
"","","","","","survey-text","132","1472538","0.0-132.0","15655","{""Q0"":""tense""}","","","Easygoing","",""
"","","","","","html-slider-response","133","1474650","0.0-133.0","2111","7","","","Easygoing","<div style=""width:500px;""> <p>How strongly do you feel that <strong>tense</strong> is a good fit for the opposite side of the <strong>Easygoing</strong> scale?</p></div>","4"
"","","","","","survey-text","134","1483746","0.0-134.0","9095","{""Q0"":""happy""}","","","Grumpy","",""
"","","","","","html-slider-response","135","1485946","0.0-135.0","2199","6","","","Grumpy","<div style=""width:500px;""> <p>How strongly do you feel that <strong>happy</strong> is a good fit for the opposite side of the <strong>Grumpy</strong> scale?</p></div>","4"
"","","","","","survey-text","136","1505179","0.0-136.0","19231","{""Q0"":""self-esteem ""}","","","Self-pitying","",""
"","","","","","html-slider-response","137","1507842","0.0-137.0","2663","7","","","Self-pitying","<div style=""width:500px;""> <p>How strongly do you feel that <strong>self-esteem </strong> is a good fit for the opposite side of the <strong>Self-pitying</strong> scale?</p></div>","4"
"","","","","","survey-text","138","1514434","0.0-138.0","6591","{""Q0"":""unstrict ""}","","","Strict","",""
"","","","","","html-slider-response","139","1517146","0.0-139.0","2711","7","","","Strict","<div style=""width:500px;""> <p>How strongly do you feel that <strong>unstrict </strong> is a good fit for the opposite side of the <strong>Strict</strong> scale?</p></div>","4"
"","","","","","survey-text","140","1536226","0.0-140.0","19079","{""Q0"":""boring""}","","","Charismatic","",""
"","","","","","html-slider-response","141","1538666","0.0-141.0","2439","7","","","Charismatic","<div style=""width:500px;""> <p>How strongly do you feel that <strong>boring</strong> is a good fit for the opposite side of the <strong>Charismatic</strong> scale?</p></div>","4"
"","","","","","survey-text","142","1546842","0.0-142.0","8175","{""Q0"":""cowardly ""}","","","Courageous","",""
"","","","","","html-slider-response","143","1549818","0.0-143.0","2976","7","","","Courageous","<div style=""width:500px;""> <p>How strongly do you feel that <strong>cowardly </strong> is a good fit for the opposite side of the <strong>Courageous</strong> scale?</p></div>","4"
"","","","","","survey-text","144","1562106","0.0-144.0","12287","{""Q0"":""uncritical ""}","","","Critical","",""
"","","","","","html-slider-response","145","1564530","0.0-145.0","2423","7","","","Critical","<div style=""width:500px;""> <p>How strongly do you feel that <strong>uncritical </strong> is a good fit for the opposite side of the <strong>Critical</strong> scale?</p></div>","4"
"","","","","","survey-text","146","1571482","0.0-146.0","6951","{""Q0"":""unhelpful ""}","","","Helpful","",""
"","","","","","html-slider-response","147","1573954","0.0-147.0","2471","7","","","Helpful","<div style=""width:500px;""> <p>How strongly do you feel that <strong>unhelpful </strong> is a good fit for the opposite side of the <strong>Helpful</strong> scale?</p></div>","4"
"","","","","","survey-text","148","1622474","0.0-148.0","48519","{""Q0"":""stupid""}","","","Clever","",""
"","","","","","html-slider-response","149","1624810","0.0-149.0","2335","7","","","Clever","<div style=""width:500px;""> <p>How strongly do you feel that <strong>stupid</strong> is a good fit for the opposite side of the <strong>Clever</strong> scale?</p></div>","4"
"","","","","","survey-text","150","1634962","0.0-150.0","10151","{""Q0"":""inconsistent ""}","","","Consistent","",""
"","","","","","html-slider-response","151","1637770","0.0-151.0","2807","7","","","Consistent","<div style=""width:500px;""> <p>How strongly do you feel that <strong>inconsistent </strong> is a good fit for the opposite side of the <strong>Consistent</strong> scale?</p></div>","4"
"","","","","","survey-text","152","1644810","0.0-152.0","7039","{""Q0"":""undignified ""}","","","Dignified","",""
"","","","","","html-slider-response","153","1647162","0.0-153.0","2351","7","","","Dignified","<div style=""width:500px;""> <p>How strongly do you feel that <strong>undignified </strong> is a good fit for the opposite side of the <strong>Dignified</strong> scale?</p></div>","4"
"","","","","","survey-text","154","1654202","0.0-154.0","7039","{""Q0"":""disagreeable ""}","","","Agreeable","",""
"","","","","","html-slider-response","155","1656338","0.0-155.0","2135","7","","","Agreeable","<div style=""width:500px;""> <p>How strongly do you feel that <strong>disagreeable </strong> is a good fit for the opposite side of the <strong>Agreeable</strong> scale?</p></div>","4"
"","","","","","survey-text","156","1686418","0.0-156.0","30079","{""Q0"":""illiterate ""}","","","Intellectual","",""
"","","","","","html-slider-response","157","1690770","0.0-157.0","4351","3","","","Intellectual","<div style=""width:500px;""> <p>How strongly do you feel that <strong>illiterate </strong> is a good fit for the opposite side of the <strong>Intellectual</strong> scale?</p></div>","4"
"","","","","","survey-text","158","1696658","0.0-158.0","5887","{""Q0"":""ugly ""}","","","Beautiful","",""
"","","","","","html-slider-response","159","1700322","0.0-159.0","3663","7","","","Beautiful","<div style=""width:500px;""> <p>How strongly do you feel that <strong>ugly </strong> is a good fit for the opposite side of the <strong>Beautiful</strong> scale?</p></div>","4"
"","","","","","survey-text","160","1740186","0.0-160.0","39863","{""Q0"":""offensive ""}","","","Defensive","",""
"","","","","","html-slider-response","161","1742650","0.0-161.0","2463","7","","","Defensive","<div style=""width:500px;""> <p>How strongly do you feel that <strong>offensive </strong> is a good fit for the opposite side of the <strong>Defensive</strong> scale?</p></div>","4"
"","","","","","survey-text","162","1766945","0.0-162.0","24295","{""Q0"":""permissive ""}","","","Prudish","",""
"","","","","","html-slider-response","163","1769417","0.0-163.0","2471","7","","","Prudish","<div style=""width:500px;""> <p>How strongly do you feel that <strong>permissive </strong> is a good fit for the opposite side of the <strong>Prudish</strong> scale?</p></div>","4"
"","","","","","survey-text","164","1776074","0.0-164.0","6655","{""Q0"":""happy ""}","","","Angry","",""
"","","","","","html-slider-response","165","1778433","0.0-165.0","2359","7","","","Angry","<div style=""width:500px;""> <p>How strongly do you feel that <strong>happy </strong> is a good fit for the opposite side of the <strong>Angry</strong> scale?</p></div>","4"
"","","","","","survey-text","166","1789946","0.0-166.0","11511","{""Q0"":""unpunctual ""}","","","Punctual","",""
"","","","","","html-slider-response","167","1792633","0.0-167.0","2687","6","","","Punctual","<div style=""width:500px;""> <p>How strongly do you feel that <strong>unpunctual </strong> is a good fit for the opposite side of the <strong>Punctual</strong> scale?</p></div>","4"
"","","","","","survey-text","168","1799394","0.0-168.0","6759","{""Q0"":""unnatural ""}","","","Natural","",""
"","","","","","html-slider-response","169","1801906","0.0-169.0","2511","7","","","Natural","<div style=""width:500px;""> <p>How strongly do you feel that <strong>unnatural </strong> is a good fit for the opposite side of the <strong>Natural</strong> scale?</p></div>","4"
